online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
Yes,No,3.6,43.0,Brookefield,Quick Bites,"North Indian, Chinese, Biryani",300.0
Yes,No,3.8,70.0,Kaggadasapura,Casual Dining,"North Indian, Chinese, Biryani",750.0
Yes,No,3.7,0.0,Kaggadasapura,Quick Bites,"South Indian, North Indian",300.0
Yes,No,3.7,0.0,Marathahalli,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0
Yes,No,3.3,5.0,Marathahalli,"Takeaway, Delivery",North Indian,400.0
Yes,No,3.7,28.0,Marathahalli,Quick Bites,"Chinese, South Indian",350.0
Yes,No,3.7,0.0,Marathahalli,Delivery,Chinese,600.0
Yes,No,3.7,0.0,Marathahalli,Delivery,North Indian,800.0
Yes,No,3.5,11.0,Kaggadasapura,Quick Bites,Fast Food,400.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"Fast Food, Italian, Desserts",400.0
Yes,No,3.1,4.0,Marathahalli,Casual Dining,"North Indian, Chinese, Italian",450.0
Yes,No,3.3,13.0,Bellandur,Quick Bites,Biryani,200.0
Yes,No,3.7,0.0,Marathahalli,Beverage Shop,Beverages,350.0
No,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese",300.0
Yes,No,3.3,5.0,Bellandur,Casual Dining,Andhra,700.0
No,No,3.2,6.0,Brookefield,Quick Bites,Biryani,200.0
Yes,No,3.7,0.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream, Beverages",350.0
Yes,No,3.4,5.0,Marathahalli,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0
Yes,No,3.5,11.0,Marathahalli,Quick Bites,"North Indian, Chinese, South Indian, Fast Food",400.0
Yes,No,3.5,11.0,Brookefield,Quick Bites,"North Indian, Continental",400.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Fast Food",500.0
Yes,No,3.3,11.0,Marathahalli,Casual Dining,"Andhra, South Indian, Fast Food",600.0
Yes,No,3.2,6.0,Marathahalli,Quick Bites,"Chinese, North Indian",400.0
Yes,No,3.4,5.0,Brookefield,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0
No,No,3.7,0.0,Marathahalli,"Beverage Shop, Quick Bites","Beverages, South Indian",300.0
Yes,No,3.8,63.0,Whitefield,Quick Bites,"North Indian, Chinese",200.0
Yes,No,4.0,73.0,Marathahalli,Quick Bites,North Indian,250.0
Yes,No,2.9000000000000004,6.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400.0
No,No,3.5,22.0,Marathahalli,Cafe,Cafe,500.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield",Quick Bites,"North Indian, Biryani",200.0
Yes,No,3.7,0.0,Marathahalli,Delivery,North Indian,500.0
Yes,No,3.7,0.0,Marathahalli,Delivery,"North Indian, Chinese",600.0
Yes,No,3.7,0.0,Marathahalli,Delivery,"North Indian, Chinese",600.0
Yes,No,3.7,0.0,Marathahalli,Delivery,North Indian,500.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield",Quick Bites,"Asian, Salad, Italian",400.0
Yes,No,3.3,8.0,Marathahalli,Bakery,"Bakery, Desserts",300.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Momos, Chinese",300.0
Yes,No,3.5,13.0,Marathahalli,Quick Bites,Beverages,150.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield",Quick Bites,North Indian,350.0
Yes,No,3.9,36.0,Marathahalli,Casual Dining,North Indian,800.0
No,No,3.3,4.0,Bellandur,Casual Dining,"Continental, Chinese, Thai, BBQ, Steak",900.0
Yes,No,3.4,6.0,Marathahalli,Casual Dining,North Indian,700.0
No,No,3.2,4.0,Marathahalli,Quick Bites,"Chinese, Oriya, Bengali, North Indian",350.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"Andhra, North Indian, Biryani",250.0
Yes,No,3.0,22.0,Marathahalli,Quick Bites,North Indian,300.0
Yes,No,3.5,11.0,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",600.0
Yes,No,3.5,11.0,Whitefield,"Casual Dining, Quick Bites","North Indian, Kebab",300.0
Yes,No,3.7,12.0,Marathahalli,Casual Dining,"South Indian, Mughlai, North Indian, Beverages",700.0
Yes,No,3.3,7.0,Marathahalli,Quick Bites,"North Indian, Chinese, Bengali, Biryani",400.0
Yes,No,3.8,16.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",300.0
Yes,No,3.5,6.0,Marathahalli,Casual Dining,Chinese,600.0
Yes,No,3.2,13.0,Brookefield,Casual Dining,"North Indian, Bengali, Oriya, Chinese",500.0
Yes,No,3.8,25.0,Kaggadasapura,Quick Bites,North Indian,450.0
Yes,No,3.2,4.0,Whitefield,Quick Bites,North Indian,300.0
No,No,3.2,4.0,Marathahalli,Quick Bites,South Indian,350.0
Yes,No,3.7,0.0,Brookefield,Quick Bites,"Fast Food, Tea",200.0
Yes,No,3.4,8.0,Kaggadasapura,Quick Bites,"BBQ, Rolls",300.0
Yes,No,3.7,0.0,Whitefield,Dessert Parlor,"Ice Cream, Beverages, Desserts",300.0
Yes,No,3.7,0.0,Marathahalli,Quick Bites,"North Indian, Fast Food",250.0
Yes,No,3.3,8.0,Marathahalli,Quick Bites,Andhra,300.0
Yes,No,3.7,0.0,Marathahalli,Casual Dining,"North Indian, Seafood, Biryani, Chinese",800.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,Italian,300.0
Yes,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
Yes,No,3.6,13.0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",300.0
Yes,No,3.1,5.0,Marathahalli,Sweet Shop,"Mithai, Street Food",200.0
Yes,No,3.7,0.0,Whitefield,Beverage Shop,Juices,200.0
Yes,No,3.5,17.0,Marathahalli,Quick Bites,"North Indian, Chinese, South Indian",300.0
Yes,No,3.7,0.0,CV Raman Nagar,Beverage Shop,"Juices, Beverages",150.0
Yes,No,3.7,126.0,Marathahalli,Casual Dining,North Indian,600.0
Yes,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Burger, Fast Food",500.0
Yes,No,3.7,0.0,CV Raman Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","North Indian, Chinese",500.0
Yes,No,3.7,0.0,Brookefield,Quick Bites,"North Indian, Chinese",700.0
Yes,Yes,4.2,484.5,Marathahalli,Casual Dining,"North Indian, Mughlai",1175.0
Yes,No,3.9,41.0,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400.0
Yes,No,3.7,82.0,Brookefield,Quick Bites,"Fast Food, Sandwich, South Indian",150.0
Yes,No,2.9000000000000004,22.0,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese",600.0
Yes,No,3.1,7.0,Marathahalli,Quick Bites,"North Indian, Chinese, Fast Food",300.0
Yes,No,3.9,236.0,Brookefield,Casual Dining,"North Indian, South Indian, Chinese, Andhra, Biryani",750.0
Yes,No,4.0,484.5,Marathahalli,Quick Bites,"North Indian, Street Food",150.0
Yes,No,3.8,32.0,Marathahalli,Delivery,"North Indian, Gujarati, Rajasthani",250.0
Yes,No,3.7,97.0,Marathahalli,Quick Bites,"North Indian, Chinese, Seafood, Biryani",500.0
Yes,No,3.7,0.0,Kaggadasapura,Quick Bites,"South Indian, North Indian, Beverages",300.0
Yes,No,3.8,25.0,Kaggadasapura,Beverage Shop,Beverages,400.0
Yes,No,4.0,44.0,Brookefield,Quick Bites,"Fast Food, Continental, Desserts",450.0
Yes,No,3.8,156.0,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani, Rolls",400.0
Yes,No,2.9000000000000004,23.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","Biryani, Charcoal Chicken",600.0
Yes,No,3.7,25.0,Brookefield,Quick Bites,South Indian,400.0
No,No,3.6,27.0,Brookefield,Casual Dining,"Mediterranean, Continental, Italian, Burger",500.0
Yes,No,3.7,132.0,Marathahalli,Casual Dining,North Indian,750.0
Yes,No,3.2,484.5,Marathahalli,Quick Bites,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500.0
Yes,No,4.1,59.0,Marathahalli,Quick Bites,"Fast Food, Beverages",300.0
Yes,No,3.6,17.0,Marathahalli,Quick Bites,"Fast Food, Chinese",200.0
Yes,No,3.9,391.0,Kaggadasapura,Quick Bites,"North Indian, Chinese, Continental, Biryani",450.0
Yes,No,3.1,253.0,Marathahalli,Quick Bites,"North Indian, Oriya, Chinese",300.0
Yes,No,4.3,484.5,Whitefield,Casual Dining,Kerala,1000.0
Yes,No,3.6,199.0,Marathahalli,Food Court,"Chinese, Momos",500.0
Yes,No,3.6,18.0,Marathahalli,Quick Bites,"Korean, Sushi",900.0
Yes,Yes,3.5,484.5,Marathahalli,Casual Dining,"Biryani, North Indian, Mughlai",850.0
Yes,No,3.2,484.5,Marathahalli,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800.0
Yes,No,3.8,69.0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",400.0
Yes,No,3.4,15.0,Brookefield,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",300.0
Yes,No,3.5,10.0,Whitefield,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0
Yes,No,3.1,95.0,Marathahalli,Quick Bites,"Oriya, North Indian, Chinese",500.0
Yes,No,4.5,155.0,Brookefield,Quick Bites,"Rolls, Chinese",250.0
Yes,No,4.1,124.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",400.0
Yes,No,3.6,54.0,Marathahalli,Quick Bites,"Oriya, Chinese, North Indian",300.0
Yes,No,3.3,72.0,Kaggadasapura,Casual Dining,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",600.0
Yes,No,3.7,15.0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",500.0
Yes,No,3.7,0.0,Brookefield,Quick Bites,North Indian,200.0
No,No,3.7,17.0,Kaggadasapura,Quick Bites,"BBQ, Beverages, Burger, Rolls, Tea",200.0
Yes,No,3.7,19.0,CV Raman Nagar,"Takeaway, Delivery","Andhra, Biryani, North Indian, Beverages",300.0
Yes,Yes,4.5,484.5,Whitefield,Casual Dining,Chinese,1175.0
Yes,No,3.7,19.0,CV Raman Nagar,"Takeaway, Delivery","Andhra, Biryani, North Indian, Beverages",300.0
Yes,No,2.9000000000000004,11.0,Marathahalli,Quick Bites,Bengali,300.0
Yes,No,3.8,47.0,Marathahalli,"Takeaway, Delivery",Biryani,300.0
Yes,No,2.9000000000000004,253.0,Bellandur,Quick Bites,"North Indian, Chinese",400.0
Yes,No,3.7,0.0,"Varthur Main Road, Whitefield","Takeaway, Delivery","South Indian, Biryani",350.0
Yes,No,3.0,384.0,Marathahalli,Casual Dining,Chinese,1000.0
Yes,Yes,4.1,266.0,Brookefield,"Casual Dining, Bar","North Indian, Continental, Asian, Pizza",1000.0
Yes,Yes,4.0,484.5,Whitefield,"Casual Dining, Bar","Mughlai, North Indian, Biryani, Afghan",1100.0
Yes,No,3.5,11.0,Marathahalli,Delivery,"Continental, North Indian, Mexican",400.0
Yes,No,3.4,4.0,Brookefield,Delivery,Beverages,300.0
Yes,No,3.2,19.0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, South Indian",400.0
No,No,3.5,10.0,Kaggadasapura,Delivery,"North Indian, Chinese",400.0
Yes,No,3.7,0.0,Bellandur,"Takeaway, Delivery","North Indian, Chinese, Biryani",400.0
Yes,No,3.6,33.0,Kaggadasapura,Quick Bites,"Fast Food, Continental, Burger",500.0
Yes,No,3.7,42.0,Marathahalli,"Takeaway, Delivery",Asian,400.0
Yes,No,2.9000000000000004,119.0,Marathahalli,"Takeaway, Delivery","North Indian, Chinese",500.0
Yes,No,3.7,0.0,Whitefield,Quick Bites,"Chinese, South Indian, North Indian",600.0
Yes,No,3.3,8.0,Bellandur,Quick Bites,"Andhra, Biryani, South Indian, Chinese",500.0
Yes,No,3.5,7.0,Bellandur,"Takeaway, Delivery","Fast Food, Biryani, Chinese",400.0
No,Yes,4.5,484.5,Marathahalli,Casual Dining,"Asian, Mediterranean, North Indian, BBQ",1175.0
Yes,No,4.5,484.5,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",400.0
No,No,3.8,98.0,Marathahalli,"Quick Bites, Sweet Shop","Street Food, Mithai",200.0
No,No,3.7,132.0,Marathahalli,Quick Bites,"North Indian, Chinese, Oriya, Mithai",250.0
No,No,4.1,193.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
Yes,No,4.1,484.5,Marathahalli,Dessert Parlor,"Desserts, Ice Cream, Beverages",500.0
Yes,No,3.9,34.0,Marathahalli,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Ice Cream",300.0
Yes,No,4.0,55.0,Marathahalli,Delivery,"Bakery, Desserts",500.0
Yes,No,4.1,287.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",300.0
No,No,3.5,8.0,Marathahalli,Casual Dining,"North Indian, South Indian",600.0
Yes,No,3.8,40.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",150.0
Yes,No,3.7,0.0,Marathahalli,Sweet Shop,"Mithai, Street Food",200.0
Yes,No,4.0,174.0,Marathahalli,Dessert Parlor,"Desserts, Street Food, Sandwich, Beverages",350.0
Yes,No,3.3,5.0,Marathahalli,Sweet Shop,"Mithai, Desserts",300.0
Yes,No,4.2,44.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",300.0
No,No,3.8,46.0,Marathahalli,Quick Bites,"Mithai, Street Food",300.0
Yes,No,4.0,105.0,Marathahalli,Beverage Shop,Beverages,300.0
No,No,2.9000000000000004,48.0,Marathahalli,"Takeaway, Delivery","Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0
Yes,No,3.2,14.0,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",250.0
No,No,3.6,94.0,Marathahalli,Cafe,"Cafe, Beverages, Continental, North Indian, Chinese",700.0
Yes,No,3.7,35.0,Marathahalli,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300.0
Yes,No,3.7,63.0,Marathahalli,"Bakery, Quick Bites",Bakery,400.0
Yes,No,3.7,143.0,Marathahalli,Beverage Shop,"Beverages, Desserts",300.0
Yes,No,3.5,30.0,Marathahalli,Bakery,Bakery,400.0
Yes,No,3.4,9.0,Marathahalli,"Dessert Parlor, Bakery","Desserts, Bakery",300.0
Yes,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
No,No,4.0,51.0,Marathahalli,Dessert Parlor,"Desserts, Bakery",300.0
Yes,No,4.0,111.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400.0
Yes,No,3.8,20.0,Marathahalli,"Dessert Parlor, Beverage Shop","Beverages, Ice Cream",200.0
No,No,3.4,34.0,Marathahalli,Dessert Parlor,"Bakery, Desserts",555.4315664479959
Yes,No,3.3,7.0,Marathahalli,Bakery,Bakery,450.0
No,No,3.5,29.0,Marathahalli,Dessert Parlor,Desserts,555.4315664479959
No,No,3.5,18.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
No,No,3.8,17.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
No,No,3.4,5.0,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",400.0
No,No,3.5,22.0,Marathahalli,"Quick Bites, Sweet Shop","Mithai, Street Food",150.0
Yes,No,2.9000000000000004,12.0,Marathahalli,Cafe,"Cafe, Fast Food",900.0
Yes,No,3.7,42.0,Marathahalli,"Quick Bites, Dessert Parlor","Continental, Italian, Chinese, North Indian, Momos",400.0
No,No,2.9000000000000004,34.0,Marathahalli,"Bakery, Dessert Parlor","Bakery, Fast Food",500.0
No,No,3.8,33.0,Marathahalli,"Dessert Parlor, Bakery","Desserts, Bakery",800.0
Yes,No,3.7,23.0,Marathahalli,Sweet Shop,"Mithai, Street Food",300.0
No,No,3.2,4.0,Marathahalli,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400.0
No,No,2.9000000000000004,17.0,Marathahalli,Kiosk,"Ice Cream, Desserts",200.0
No,No,3.3,16.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",250.0
No,No,3.6,18.0,Marathahalli,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600.0
No,No,3.7,0.0,Marathahalli,Sweet Shop,"Mithai, Desserts",500.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",150.0
No,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Fast Food",600.0
No,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
No,No,3.7,0.0,Marathahalli,Bakery,Bakery,400.0
No,No,3.2,40.0,Marathahalli,"Cafe, Quick Bites","Cafe, Italian",400.0
No,No,3.1,9.0,Marathahalli,Dessert Parlor,Bakery,400.0
Yes,No,3.6,14.0,Marathahalli,Dessert Parlor,Desserts,300.0
No,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Desserts",300.0
No,No,3.4,6.0,Marathahalli,"Takeaway, Delivery",Desserts,400.0
No,No,3.7,0.0,Marathahalli,Bakery,Bakery,250.0
No,No,3.3,7.0,Marathahalli,"Quick Bites, Sweet Shop","Street Food, Mithai",150.0
No,No,3.1,6.0,Marathahalli,Beverage Shop,"Beverages, Burger",300.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,Ice Cream,100.0
No,No,3.7,0.0,Marathahalli,Delivery,Bakery,400.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,Desserts,150.0
No,No,3.7,0.0,Marathahalli,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0
No,No,3.7,0.0,Marathahalli,Beverage Shop,"Beverages, Desserts",200.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,"Ice Cream, Juices, Beverages",100.0
No,No,3.7,0.0,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",200.0
Yes,No,3.7,0.0,Marathahalli,Bakery,"Bakery, Desserts",400.0
No,No,3.4,6.0,Marathahalli,Dessert Parlor,Desserts,200.0
Yes,No,3.3,8.0,Marathahalli,Bakery,"Bakery, Desserts",300.0
Yes,No,3.5,8.0,Marathahalli,Bakery,"Bakery, Desserts",200.0
No,No,3.5,39.0,Marathahalli,Sweet Shop,Mithai,250.0
Yes,No,3.6,21.0,Marathahalli,Dessert Parlor,"Ice Cream, Desserts",450.0
Yes,No,2.9000000000000004,25.0,Marathahalli,Bakery,"Bakery, Desserts",400.0
Yes,No,3.8,69.0,Marathahalli,Bakery,"Bakery, Desserts",500.0
Yes,Yes,4.4,484.5,Brookefield,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
No,No,4.1,484.5,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0
No,Yes,4.3,72.0,Brookefield,"Cafe, Bakery","Cafe, Bakery, Fast Food",400.0
Yes,No,4.0,67.0,Brookefield,Sweet Shop,"Mithai, Street Food",300.0
Yes,No,4.2,226.0,Brookefield,Sweet Shop,"Mithai, Street Food",400.0
Yes,No,4.1,124.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",400.0
Yes,No,4.0,50.0,Brookefield,Dessert Parlor,Desserts,250.0
Yes,No,3.4,5.0,Brookefield,Dessert Parlor,"Ice Cream, Bakery, Desserts",200.0
Yes,No,4.0,183.0,Brookefield,"Quick Bites, Dessert Parlor","Desserts, Cafe, Beverages, Burger, Fast Food",550.0
Yes,No,3.3,6.0,Brookefield,Bakery,Bakery,250.0
No,No,3.7,0.0,Brookefield,Bakery,"Bakery, Desserts",300.0
No,No,3.2,19.0,Brookefield,Bakery,"Bakery, Fast Food, Desserts",300.0
No,No,3.7,0.0,Whitefield,Dessert Parlor,Ice Cream,200.0
Yes,No,3.8,70.0,Brookefield,Beverage Shop,"Beverages, Desserts",400.0
Yes,No,3.9,54.0,Kaggadasapura,Dessert Parlor,Desserts,400.0
Yes,No,3.9,46.0,"ITPL Main Road, Whitefield",Dessert Parlor,"Bakery, Desserts, Beverages",450.0
No,No,3.2,4.0,Brookefield,Dessert Parlor,"Ice Cream, Juices",100.0
No,No,3.7,0.0,"Varthur Main Road, Whitefield",Bakery,"Bakery, Desserts",400.0
Yes,No,3.3,14.0,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250.0
Yes,No,3.3,4.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream",350.0
Yes,No,3.7,0.0,Brookefield,Dessert Parlor,"Desserts, Ice Cream, Beverages",350.0
No,No,3.7,0.0,Brookefield,Sweet Shop,Mithai,400.0
No,No,3.7,0.0,Brookefield,"Bakery, Quick Bites","Bakery, Fast Food, Juices",250.0
Yes,No,3.2,25.0,Kaggadasapura,Dessert Parlor,"Ice Cream, Desserts",300.0
Yes,No,3.7,0.0,CV Raman Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0
Yes,Yes,4.1,99.0,Marathahalli,"Casual Dining, Bar","Continental, Chinese, North Indian",1100.0
Yes,Yes,4.5,484.5,Marathahalli,"Microbrewery, Pub","Continental, North Indian, BBQ, Steak",1175.0
No,Yes,4.3,484.5,Marathahalli,Fine Dining,"Continental, North Indian, Japanese, Italian",1175.0
No,Yes,4.5,484.5,Marathahalli,"Casual Dining, Bar","North Indian, European, Mediterranean, BBQ",1175.0
No,Yes,4.5,484.5,Marathahalli,Casual Dining,"European, Mediterranean, North Indian, BBQ",1175.0
No,Yes,4.5,484.5,Marathahalli,Casual Dining,"Continental, North Indian, Asian, Italian",1175.0
No,Yes,4.5,484.5,Marathahalli,Casual Dining,"Asian, Mediterranean, North Indian, BBQ",1175.0
No,Yes,4.5,484.5,Marathahalli,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100.0
Yes,Yes,4.4,484.5,Marathahalli,"Casual Dining, Bar","North Indian, Japanese",1175.0
Yes,Yes,4.4,484.5,Marathahalli,"Bar, Casual Dining","North Indian, Continental, Chinese, Thai",1175.0
No,Yes,4.5,484.5,Marathahalli,Casual Dining,"North Indian, Mughlai, Italian",1175.0
No,Yes,4.4,484.5,Marathahalli,"Pub, Casual Dining","Continental, North Indian, Chinese, BBQ",1175.0
No,Yes,4.5,484.5,Marathahalli,Pub,"European, Continental",1175.0
Yes,No,3.8,484.5,Marathahalli,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0
Yes,Yes,4.4,484.5,Marathahalli,"Pub, Casual Dining","North Indian, Chinese, Continental, Momos",1175.0
No,Yes,4.5,484.5,Marathahalli,Fine Dining,"North Indian, Continental, Chinese, South Indian",1175.0
No,No,4.2,484.5,Marathahalli,Casual Dining,"Andhra, Biryani",800.0
No,Yes,4.2,484.5,Marathahalli,Bar,"Continental, North Indian, Asian",1175.0
No,No,4.3,484.5,Marathahalli,Casual Dining,"North Indian, Continental, Chettinad, Andhra, Bengali",1000.0
Yes,No,4.2,484.5,Marathahalli,Casual Dining,"Biryani, Andhra, North Indian, Seafood",600.0
No,Yes,4.4,484.5,Marathahalli,"Casual Dining, Bar","Continental, Asian, Italian, North Indian",1000.0
Yes,Yes,4.5,484.5,Marathahalli,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
No,Yes,4.3,484.5,Marathahalli,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1175.0
Yes,Yes,4.3,484.5,Marathahalli,"Casual Dining, Bar","BBQ, Mughlai, Biryani",1100.0
No,Yes,4.5,443.0,Marathahalli,Casual Dining,"North Indian, Chinese",900.0
No,Yes,4.5,484.5,Marathahalli,"Pub, Casual Dining","North Indian, Continental",1000.0
Yes,No,4.0,484.5,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0
Yes,Yes,4.0,484.5,Marathahalli,Casual Dining,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",750.0
Yes,Yes,4.4,484.5,Marathahalli,Casual Dining,"Chinese, Momos",800.0
No,Yes,4.2,484.5,Marathahalli,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0
No,Yes,4.0,362.0,Marathahalli,"Casual Dining, Bar","Asian, Continental, European, Mediterranean",1175.0
No,Yes,3.9,484.5,Marathahalli,"Bar, Casual Dining","Modern Indian, Continental, North Indian",1175.0
Yes,No,4.1,426.0,Marathahalli,Casual Dining,North Indian,1000.0
Yes,No,3.7,83.0,Marathahalli,Casual Dining,"Biryani, South Indian, Fast Food",600.0
No,Yes,4.5,457.0,Marathahalli,"Fine Dining, Bar","North Indian, Mughlai, Lucknowi",1175.0
No,Yes,4.3,484.5,Marathahalli,"Pub, Casual Dining","Continental, Finger Food",1175.0
No,No,4.0,395.0,Marathahalli,Casual Dining,"Andhra, Biryani, North Indian",500.0
No,Yes,3.8,53.0,Marathahalli,Bar,"Continental, North Indian, Chinese, Lebanese",1175.0
Yes,No,3.8,484.5,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800.0
No,Yes,4.2,484.5,Marathahalli,Fine Dining,"Spanish, Italian, Mediterranean",1175.0
No,No,3.9,49.0,Marathahalli,"Casual Dining, Pub","Continental, BBQ, Steak",1100.0
Yes,No,3.7,484.5,Marathahalli,Casual Dining,"Biryani, Mughlai, Chinese, Arabian",700.0
Yes,Yes,4.1,99.0,Marathahalli,"Casual Dining, Bar","Continental, Chinese, North Indian",1100.0
Yes,Yes,3.5,484.5,Marathahalli,Casual Dining,"Biryani, North Indian, Mughlai",850.0
Yes,Yes,4.2,344.0,Marathahalli,Casual Dining,"BBQ, Continental, North Indian, Pizza, European",1175.0
No,No,3.9,96.0,Marathahalli,Casual Dining,"Chettinad, South Indian",650.0
No,No,3.9,151.0,Marathahalli,"Bar, Casual Dining","North Indian, Chinese, Continental",1175.0
Yes,No,3.9,484.5,Marathahalli,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800.0
Yes,Yes,3.9,228.0,Marathahalli,Casual Dining,"North Indian, Seafood, Chinese, Biryani",750.0
Yes,Yes,3.9,484.5,Marathahalli,Casual Dining,"North Indian, Chinese, Continental, Street Food",750.0
Yes,Yes,4.0,157.0,Marathahalli,Casual Dining,"North Indian, Pizza, Fast Food",800.0
